1,"来一首大悲咒。	2017/12/30 12:36","读一曲叙事的词。	2017/12/30 12:36","大悲咒大悲咒。	2017/12/30 12:37",{"song": "大悲咒"}
9521,"还跟我走吧。	2017/11/1 19:23","跟我走。	2017/11/1 19:23","她说些什么。	2017/11/1 19:27",{"code":"No-music"}
9522,"结构结构。	2017/10/26 18:10","嗯。	2017/10/26 18:11","我们的少女时代。	2017/10/26 18:17",{"code":"No-music"}
9523,"摩崖。	2017/11/29 9:36","我要去高陵县。	2017/11/29 9:42","给我唱一首阡陌红尘。	2017/11/29 10:10",{"song": "阡陌红尘"}
9524,"把悲伤留给自己。	2017/10/26 14:28","红尘永相伴。	2017/10/26 14:47","爱的世界只有你。	2017/10/26 15:26",{"song": "爱的世界只有你"}
9525,"现在播放的是什么歌。	2017/10/26 17:16","不说了。	2017/10/26 17:16","一月。	2017/10/26 17:31",{"code":"No-music"}
9526,"46号。	2017/10/26 17:31","把试卷给我看看。	2017/10/26 17:31","shine。	2017/10/26 17:31",{"song": "shine"}
9527,"低碳贝贝。	2017/12/6 21:06","那个什么什么。	2017/12/8 7:14","那你不知道吗？	2017/12/8 7:14",{"code":"No-music"}
9528,"我要听音乐。	2017/10/26 19:32","我要听歌。	2017/10/26 21:23","我要听歌。	2017/11/29 0:11",{"code":"RANDOM"}
9529,"我要听咖喱咖喱。	2017/10/26 6:55","我要听大王叫我来巡山。	2017/10/26 7:06","为我播爱情类似的歌曲。	2017/10/26 7:11",{"tag ": "爱情"}
9530,"关闭导航。	2017/11/29 14:23","关闭音乐。	2017/11/29 16:17","teena marie的something。	2017/11/29 16:23",{"artist ": "teena marie","song": "somethiing"}
9531,"陈洁仪的歌。	2017/11/29 15:00","娱乐至上。	2017/11/29 15:00","小燕子穿花衣，桥燕子穿花衣燕子燕子，上哪里。	2017/11/29 15:02",{"song": "小燕子","lyrics":"小燕子穿花衣"}
9532,"笑话	2017/11/29 19:40","笑话	2017/11/29 19:40","来个笑话	2017/11/29 19:41",{"code":"No-music"}
9533,"播一首我们不一样。	2017/10/26 7:59","想要乐。	2017/10/26 8:49","给我点播一首我们不一样。	2017/10/26 8:49",{"song": "我们不一样"}
9534,"你能做什么，	2017/11/29 1:55","来首张雨生的歌，	2017/11/29 1:57","有张雨生的歌，	2017/11/29 1:58",{"artist": "张雨生"}
9535,"打开测速。	2017/11/29 11:22","长歌。	2017/11/29 11:24","听歌。	2017/11/29 11:24",{"code":"RANDOM"}
9536,"手机。	2017/11/29 21:03","手机。	2017/11/29 21:03","来唱首单身情歌听一下。	2017/11/29 21:04",{"song": "单身情歌"}
9537,"经典老歌。	2017/10/26 17:35","中国心歌声。	2017/10/26 17:37","经典老歌。	2017/10/26 18:23",{"tag": "经典","tag":"老歌"}
9538,"我要听。	2017/11/29 6:26","我要听云冈纸业。	2017/11/29 6:27","我要听云冈纸业。	2017/11/29 6:48",{"song": "云冈纸业"}
9539,"阿梅。	2017/11/29 10:52","哟。	2017/11/29 10:52","爱不解释。	2017/11/29 10:53",{"code":"No-music"}
9540,"再一次演示。	2017/11/29 1:27","芝麻开门。	2017/11/29 1:39","芝麻开门。	2017/11/29 1:40",{"code":"No-music"}
9541,"机器鼻涕是什么。	2017/12/13 20:30","袋鼠p。	2017/12/13 20:30","袋鼠p。	2017/12/13 20:31",{"code":"No-music"}
9542,"给我点一首三世因果歌。	2017/11/29 14:51","给我点一首那个金刚经，下午三点整。	2017/11/29 15:00","回向佛歌。	2017/11/29 15:01",{"tag ": "佛歌", "song": "回向"}
9543,"低。	2017/12/20 20:55","一首反转地球。	2017/12/20 20:56","反转地球。	2017/12/20 20:57",{"song": "反转地球"}
9544,"我没注意看。	2017/10/26 9:49","郭巨码头。	2017/10/26 9:49","better man。	2017/10/26 15:33",{"song": "better man"}
9545,"放一首又一夜。	2017/10/26 10:34","帮忙点首踏着歌声来见你。	2017/10/26 10:35","放一首光明。	2017/10/26 10:36",{"song": "光明"}
9546,"给我唱好爸爸。	2017/12/21 20:42","我有一个好爸爸。	2017/12/21 20:42","唱一个小朋。	2017/12/21 22:34",{"song": "小朋"}
9547,"今天天气怎么样？	2017/12/31 20:36","o谢谢。	2017/12/31 20:36","霸王龙。	2017/12/31 20:36",{"code":"No-music"}
9548,"讲你妈个屁呀	2017/10/26 20:28","讲你妈个屁眼	2017/10/26 20:28","我不是你主人	2017/10/26 20:29",{"code":"No-music"}
9549,"唱个有趣的词。	2017/11/23 20:37","开车限行。	2017/11/23 20:37","儿歌。	2017/11/23 20:37",{"genre": "儿歌"}
9550,"王蓉的爸爸妈妈。	2017/11/29 21:05","朋友的酒。	2017/11/29 21:38","小沈阳的美了美了。	2017/11/29 22:00",{"artist": "小沈阳", "song": "美了美了"}
9551,"拔萝卜。	2017/12/17 17:58","小苹果。	2017/12/17 18:39","小燕子。	2017/12/18 9:07",{"song": "小燕子"}
9552,"来个儿歌。	2017/12/27 17:54","按哪。	2017/12/27 17:55","那儿歌。	2017/12/27 17:55",{"code":"No-music"}
9553,"尤维纳。	2017/12/27 7:42","快点有唱一首歌叫的给你唱一首歌。	2017/12/27 7:42","超人陆战队。	2017/12/31 8:20",{"code":"No-music"}
9554,"你知道美颜秘籍的口红吗？	2017/12/24 16:42","唱个圣诞的歌吧。	2017/12/24 16:42","你给我唱首歌吧？	2017/12/24 16:44",{"code":"RANDOM"}
9555,"唱首儿歌。	2017/12/26 10:58","京剧。	2017/12/26 11:00","放首。	2017/12/26 11:17",{"code":"RANDOM"}
9556,"你爱他她你玩什么。	2017/12/31 12:59","负荆请罪。	2017/12/31 12:59","唱儿歌。	2017/12/31 12:59",{"genre": "儿歌"}
9557,"点首歌。	2017/10/26 12:15","请播放邓丽君的歌。	2017/10/26 13:21","播放一首。	2017/10/26 19:53",{"code":"RANDOM"}
9558,"我也想你很好看。	2017/12/23 13:46","你会跟我聊天，还会陪我唱歌。	2017/12/23 13:46","音乐屋。	2017/12/23 13:47",{"code":"No-music"}
9559,"扣扣熊你认识来了吗？	2017/12/25 23:13","我的奶奶叫什么名字。	2017/12/25 23:13","我的我的奶奶叫张小英。	2017/12/25 23:13",{"code":"No-music"}
9560,"你走开。	2017/12/28 21:23","叫他帮你。	2017/12/28 21:24","宝贝。	2017/12/28 21:24",{"code":"No-music"}
9561,"到毛岸新苑。	2017/11/29 16:32","去美行导航。	2017/11/29 16:32","搜索周杰伦的歌。	2017/11/29 16:34",{"artist": "周杰伦"}
9562,"谢采妘中国小姐。	2017/11/29 18:20","谢采妘中国小调。	2017/11/29 18:25","血彩晕晕晕中。	2017/11/29 22:51",{"code":"No-music"}
9563,"乌龙。	2017/11/29 0:52","乌龙。	2017/11/29 0:52","和。	2017/11/29 0:53",{"code":"No-music"}
9564,"要致癌。	2017/10/26 8:54","悠哉。	2017/10/26 8:57","刘一祯。	2017/10/26 8:57",{"code":"No-music"}
9565,"教师在损毁的肚子里打仗。	2017/11/18 22:01","唱一个谁在森水到肚子里打仗。	2017/11/18 22:01","唱爱就一个字女吧。	2017/11/18 22:03",{"song": "爱就一个字"}
9566,"裸奔吧。	2017/11/29 15:57","我要裸奔怎么办？	2017/11/29 15:57","伤不起是首歌啊。	2017/11/29 15:57",{"code":"No-music"}
9567,"我要听济南fm97.5兆赫。	2017/11/29 16:04","我要听淄博fm101.3兆赫。	2017/11/29 16:06","我要听山东广播电视台i radio女主播电台。	2017/11/29 16:09",{"code":"No-music"}
9568,"帮我放爸爸山歌。	2017/11/1 18:07","我要听陕西的民歌。	2017/11/1 18:08","花町那个，放马山歌。	2017/11/1 18:08",{"song": "放马山歌"}
9569,"玉山镇。	2017/11/29 11:11","许庙镇。	2017/11/29 11:12","李玉刚的歌。	2017/11/29 12:03",{"artist": "李玉刚"}
9570,"讲一个故事吧。	2017/11/12 11:22","食西餐，真实的梦。	2017/11/12 12:01","希望。	2017/11/12 12:36",{"code":"No-music"}
9571,"我的爸爸是奇葩。	2017/11/29 17:57","我的老婆是鸡吧。	2017/11/29 17:58","我的老爸自己吧。	2017/11/29 17:58",{"code":"No-music"}
9572,"我要听好听的歌。	2017/12/20 7:18","感觉自己萌萌哒。	2017/12/20 7:18","我要听歌。	2017/12/20 8:16",{"code":"RANDOM"}
9573,"我要去北京。	2017/11/29 16:05","今天天气怎么样？	2017/11/29 16:05","你好想听。	2017/11/29 16:06",{"code":"No-music"}
9574,"还有你是疯了吗？	2017/10/26 12:00","假如你是不是疯啦。	2017/10/26 12:00","音乐。	2017/10/26 12:01",{"code":"RANDOM"}
9575,"绑定设备。	2017/12/28 0:24","你能不能小声一点太吵啦。	2017/12/28 0:25","在哪里学习呀。	2017/12/28 0:25",{"code":"No-music"}
9576,"你知道六合彩吗？	2017/12/26 20:34","80呀。	2017/12/26 20:35","罗援还以为你是什么歌。	2017/12/26 20:35",{"code":"No-music"}
9577,"打开地图车。	2017/11/29 14:35","打开电子狗。	2017/11/29 14:35","给我放一首小苹果。	2017/11/29 14:44",{"song": "小苹果"}
9578,"拨打电话。	2017/11/29 19:10","打电话给老婆。	2017/11/29 19:10","来个黄色笑话。	2017/11/29 19:15",{"code":"No-music"}
9579,"啊。	2017/12/31 22:15","下一首。	2017/12/31 22:17","我要听歌。	2017/12/31 22:23",{"code":"RANDOM"}
9580,"关闭导航。	2017/11/29 18:36","你好。	2017/11/29 18:36","伤不起。	2017/11/29 18:37",{"code":"No-music"}
9581,"樱桃。	2017/12/23 11:07","叫什么名字。	2017/12/23 11:07","可能是你。	2017/12/23 11:07",{"code":"No-music"}
9582,"袁岳。	2017/10/26 20:31","我要看那年花开月正圆。	2017/10/26 20:32","听晚秋。	2017/10/26 20:32",{"song": "晚秋"}
9583,"或者。	2017/12/10 21:33","我只想问你。	2017/12/10 21:33","唱一个。	2017/12/10 21:38",{"code":"No-music"}
9584,"来个小苹果。	2017/11/29 14:30","来个小苹果。	2017/11/29 14:31","来个小苹果。	2017/11/29 14:40",{"song": "小苹果"}
9585,"我说你是谁。	2017/11/29 18:11","小姨发送微信给梁磊。	2017/11/29 18:11","hello，你上厕所去了。	2017/11/29 18:12",{"code":"No-music"}
9586,"找你干嘛。	2017/12/16 9:40","干辣椒贴吧。	2017/12/16 9:40","为什么呢？	2017/12/16 9:40",{"code":"No-music"}
9587,"唱一首小燕子。	2017/12/15 18:48","小燕子。	2017/12/15 18:50","小燕子。	2017/12/15 18:52",{"song": "小燕子"}
9588,"绑定设备。	2017/12/27 21:05","那我叫什么名字。	2017/12/27 21:06","我叫张杰，我的电话是182。	2017/12/27 21:06",{"code":"No-music"}
9589,"我给。	2017/12/10 21:58","记住我妈。	2017/12/10 21:58","小笨小笨唱首儿歌。	2017/12/15 20:06",{"song": "儿歌"}
9590,"小苹果。	2017/12/20 23:39","播放爱我别走。	2017/12/21 19:52","小的小苹果。	2017/12/22 19:31",{"song": "小苹果"}
9591,"点那个。	2017/12/27 14:31","唱一首周杰伦的双截棍。	2017/12/27 14:35","那好歹也要拍两个视频给他演示一下那个你等一下发一段话。	2017/12/27 14:36",{"code":"No-music"}
9592,"大家都关机了，自己不会关机。	2017/12/22 8:45","关灯睡觉。	2017/12/22 8:46","给我们唱支歌吧。	2017/12/22 20:57",{"code":"RANDOM"}
9593,"贝贝儿歌。	2017/10/26 16:42","贝瓦儿歌儿歌。	2017/10/26 16:47","贝瓦儿歌。	2017/10/26 20:36",{"album": "贝瓦儿歌"}
9594,"要你唱。	2017/12/26 21:22","两只老虎。	2017/12/26 21:22","放一首奥特曼的歌吧。	2017/12/26 21:23",{"song": "奥特曼"}
9595,"我叫什么名字。	2017/11/4 21:11","哈哈。	2017/11/4 21:11","我叫然后呢我的宝贝，这个女生叫圆圆，我觉得王永久的家。	2017/11/4 21:11",{"code":"No-music"}
9596,"左手射吗，这是正常的友谊的，尼玛的。	2017/10/26 14:35","不知道会是什么，以后这种他妈的搞高风险的东西，少摸头摸头，我可以的有点迟钝，吃不准就不要搞。	2017/10/26 14:35","帮我点一首皇后大道东。	2017/10/26 17:21",{"song": "皇后大道东"}
9597,"好像有点长。	2017/11/18 17:32","那一天。	2017/11/18 17:32","听听。	2017/11/18 17:33",{"code":"No-music"}
9598,"小石头。	2017/12/15 10:58","机器人。	2017/12/15 10:59","儿歌机器人。	2017/12/15 11:01",{"genre":"儿歌","song":"机器人"}
9599,"皮皮虾。	2017/11/29 17:40","小小一粒沙。	2017/11/29 17:42","心中的另一个自己。	2017/11/29 17:50",{"song": "心中的另一个自己"}
9600,"两只老虎。	2017/11/9 12:37","念一首诗吧。	2017/11/9 12:39","数鸭子。	2017/11/9 14:56",{"song": "数鸭子"}
9601,"播放相思风雨中。	2017/11/29 13:17","播放一曲韦嘉改编的读书郎。	2017/11/29 17:45","播放的为佳，改编的我。	2017/11/29 17:47",{"artist": "为佳","song": "我"}
9602,"播放张学友的歌。	2017/11/29 18:04","e道航。	2017/11/29 18:04","播放一播放视频，前后座椅倒车前后桌有线和抬到二代的小。	2017/11/29 18:05",{"code":"No-music"}
9603,"为他的想想而已。	2017/11/29 8:16","购买和使用，hold不住的好疼。	2017/11/29 8:16","大家好我是李行亮，现在你听到的是我的最爱。	2017/11/29 8:16",{"code":"No-music"}
9604,"小苹果。	2017/12/27 21:33","没听到。	2017/12/27 21:37","小苹果。	2017/12/27 21:38",{"song": "小苹果"}
9605,"你刚才唱的诗歌给我讲个故事。	2017/11/20 20:37","帮我跳一个舞吧。	2017/12/9 18:55","你可以给我唱黑猫警长歌吗？	2017/12/9 18:56",{"song": "黑猫警长"}
9606,"我想听驿动的心。	2017/11/29 20:42","我要听王志my jeans。	2017/11/29 20:43","我要听i want my tears back。	2017/11/29 20:43",{"song": "i want my tears back"}
9607,"因为想着以后能要不然就是生产力的。	2017/11/12 19:32","三。	2017/11/12 19:32","附近有好听的歌。	2017/11/12 19:33",{"code":"RANDOM"}
9608,"小苹果。	2017/12/20 17:37","小苹果。	2017/12/20 17:41","小燕子。	2017/12/20 18:45",{"song": "小燕子"}
9609,"童话故事。	2017/12/8 17:35","你会唱哪些歌曲啊。	2017/12/8 17:35","唱一首可惜没有如果，那个林俊杰的。	2017/12/8 17:35",{"song": "可惜没有如果","artist": "林俊杰"}
9610,"我想听远走高飞。	2017/11/29 17:53","嘟啊嘟我想听金志文唱的远走高飞。	2017/11/29 17:54","我想听九张机。	2017/11/29 20:08",{"song": "九张机"}
9611,"你说。	2017/11/30 7:45","一？	2017/11/30 7:46","你慢慢的慢慢说。	2017/11/30 7:46",{"code":"No-music"}
9612,"打开。	2017/12/23 12:36","我想听小苹果。	2017/12/23 12:40","小苹果。	2017/12/23 12:41",{"song": "小苹果"}
9613,"西雅。	2017/10/26 17:09","打开音乐。	2017/10/26 17:10","我要听音乐	2017/10/26 17:10",{"code":"RANDOM"}
9614,"你要不要这样怎么样？	2017/12/20 21:51","还是我好看。	2017/12/20 21:51","唱一首。	2017/12/20 21:52",{"code":"RANDOM"}
9615,"播放音乐，291502828612915。	2017/10/26 16:46","播放一首吻别。	2017/10/26 16:57","放一首吻别。	2017/10/26 17:04",{"song": "吻别"}
9616,"今天天气	2017/10/26 7:56","今天天气	2017/10/26 7:56","楼下一壶老酒。	2017/10/26 7:57",{"code":"No-music"}
9617,"害得我与在老去，说等你们出来都应验。	2017/11/29 14:37","看不到你和你住那里我以为你那个我就什么。	2017/11/29 14:38","什么时候我也能开那种车。	2017/11/29 14:38",{"code":"No-music"}
9618,"给我唱一首后羿板的演员。	2017/12/27 18:42","给我唱一首后羿的演员。	2017/12/27 18:43","唱一首倍儿爽。	2017/12/27 18:44",{"song": "倍儿爽"}
9619,"愿做菩萨那朵莲。	2017/12/2 15:16","背。	2017/12/2 15:55","我爱北京天安门。	2017/12/2 15:58",{"song": "我爱北京天安门"}
9620,"给。	2017/11/6 19:21","唱一首跳一个舞。	2017/11/6 19:21","讲个儿歌。	2017/11/6 19:22",{"genre": "儿歌"}
9621,"点首音乐。	2017/11/27 18:35","唱。	2017/11/27 18:36","唱儿歌的月光光。	2017/11/27 18:36",{"genre": "儿歌", "song": "月光光"}
9622,"随便你玩。	2017/11/17 21:48","再看的故事。	2017/11/17 21:48","你说嘛，相声。	2017/11/17 21:48",{"code":"No-music"}
9623,"一。	2017/12/30 11:45","张哥给我听。	2017/12/30 11:45","把歌给我。	2017/12/30 12:15",{"code":"RANDOM"}
9624,"无言的结局。	2017/11/29 11:53","无言的结局。	2017/11/29 11:55","放音乐。	2017/11/29 13:55",{"code":"RANDOM"}
9625,"给我来。	2017/11/29 16:38","给我来云朵的歌。	2017/11/29 16:39","继续播放歌曲。	2017/11/29 16:46",{"code":"RANDOM"}
9626,"你一共会有多少首歌。	2017/12/22 15:02","让我们荡起双桨。	2017/12/22 15:02","小苹果。	2017/12/22 15:04",{"song": "小苹果"}
9627,"Haze。	2017/10/26 12:50","我说那个选考这个技术搞不好的，还是先一周搞一次辅导。	2017/10/26 13:19","让他不要每周末给他弄点练习做做，不要那把这个忘掉了。	2017/10/26 13:20",{"code":"No-music"}
9628,"我跟你说。	2017/11/27 18:26","给我讲个笑话。	2017/11/27 18:26","你想干什么，让他去跟她说一下，i am a键。	2017/11/27 18:27",{"code":"No-music"}
9629,"播放胡瓜的歌。	2017/11/29 17:37","播放首郭静资料。	2017/11/29 17:37","播放火锅店。	2017/11/29 17:37",{"song": "火锅店"}
9630,"古琴。	2017/11/29 19:37","郭静。	2017/11/29 19:50","孙悦。	2017/11/29 21:28",{"artist": "孙悦"}
9631,"我的手机电话号码是。	2017/11/25 20:35","13651050993。	2017/11/25 20:35","我的电话号码请保存。	2017/11/25 20:35",{"code":"No-music"}
9632,"小跳蛙。	2017/12/23 16:23","好。	2017/12/24 14:30","小跳蛙。	2017/12/24 14:30",{"song": "小跳蛙"}
9633,"今天太原的天气情况。	2017/10/26 9:37","吕梁今天的天气情况。	2017/10/26 9:37","音乐。	2017/10/26 10:40",{"code":"RANDOM"}
9634,"灵儿。	2017/12/25 17:57","铃儿响。	2017/12/25 17:57","abc的歌。	2017/12/26 17:43",{"song": "abc"}
9635,"大概在哪里。	2017/10/26 22:16","春天在哪里。	2017/10/26 22:16","果酱面包。	2017/10/26 22:19",{"song": "果酱面包"}
9636,"一壶老酒。	2017/11/29 13:48","女儿花。	2017/11/29 17:53","女人花。	2017/11/29 17:53",{"song": "女人花"}
9637,"又吵架了。	2017/11/29 12:36","唱儿歌。	2017/11/29 12:38","唱儿歌。	2017/11/29 12:38",{"genre": "儿歌"}
9638,"唱个小星星。	2017/12/17 13:26","我。	2017/12/17 13:27","唱一个小星星。	2017/12/23 20:48",{"song": "小星星"}
9639,"李宇春。	2017/11/29 19:23","惜命命。	2017/11/29 19:26","总参。	2017/11/29 19:28",{"code":"No-music"}
9640,"呃，大象大象他的鼻子真的好长。	2017/10/26 21:42","你的鼻子长吗？	2017/10/26 21:42","我看不见你的鼻子你的鼻子在哪里。	2017/10/26 21:42",{"code":"No-music"}
9641,"九万99减9等于几。	2017/12/24 18:31","会长大一些吗？	2017/12/24 18:31","可是你只是个机器人不能长大呀。	2017/12/24 18:31",{"code":"No-music"}
9642,"啊我说让他的对话是说闭嘴吗？	2017/11/29 12:34","感觉完全情绪中友好度蜜月的吗，我们两个没并没有说会和我写一个大条子，我觉得在外面，通过他们。	2017/11/29 12:35","放音乐跳舞，我知道了我真是要折磨她。	2017/11/29 13:19",{"code":"RANDOM"}
9643,"我要去绍君路。	2017/10/26 16:23","你好小疼。	2017/10/26 16:24","我要听一首青藏高原。	2017/10/26 16:41",{"song": "青藏高原"}
9644,"我要听范玮琪的我们的纪念日。	2017/10/26 18:29","我想听周迅的飘摇。	2017/10/26 18:35","我要听周艳泓的当爱情经过的时候。	2017/10/26 18:45",{"artist": "周艳泓", "song": "当爱情经过的时候"}
9645,"请帮我点首音乐。	2017/11/29 16:20","公安局，警报铃声。	2017/11/29 16:20","相逢的铃声一样。	2017/11/29 16:22",{"song": "相逢","genre": "铃声"}
9646,"我命令	2017/10/26 21:51","买票	2017/10/26 21:51","你知道吗	2017/10/26 21:51",{"code":"No-music"}
9647,"去扬州汇景花园。	2017/11/29 9:17","我那逼样的。	2017/11/29 13:02","亲王，那是我们的数字的，我操你太过分了，谁没素质啊。	2017/11/29 13:02",{"code":"No-music"}
9648,"你妈了个逼。	2017/11/29 7:01","你好。	2017/11/29 7:01","我要听我爱。	2017/11/29 7:01",{"song": "我爱"}
9649,"24个26个英文字母分别是。	2017/12/23 20:21","26个英文字母分别是什么。	2017/12/23 20:21","请你给我唱世上只有妈妈好。	2017/12/24 12:40",{"song": "世上只有妈妈好"}
9650,"那我给你起个名字可以吗？	2017/11/29 9:16","你妈逼你不是说没名字吗？	2017/11/29 9:16","放首歌吧。	2017/11/29 9:16",{"code":"RANDOM"}
9651,"放托马斯的故事。	2017/12/16 11:01","托马斯火车。	2017/12/16 11:12","call me。	2017/12/17 13:03",{"code":"No-music"}
9652,"唱一首小丑。	2017/12/9 10:14","小丑，唱一首。	2017/12/9 10:15","唱一首小丑。	2017/12/9 10:16",{"song": "小丑"}
9653,"剪窗花。	2017/10/26 19:11","阿凡提其名。	2017/10/26 19:16","听丁当。	2017/10/26 19:18",{"artist": "丁当"}
9654,"你才说。	2017/12/18 18:03","一下句是什么。	2017/12/18 18:03","听我说。	2017/12/18 18:04",{"code":"No-music"}
9655,"自由飞翔。	2017/12/2 23:18","播放小苹果。	2017/12/5 0:40","声音说话会什么，因为你。	2017/12/5 0:41",{"code":"No-music"}
9656,"你吃屎不吃啊。	2017/11/3 22:00","唱一首拔萝卜。	2017/11/3 22:00","唱一首四季童谣。	2017/11/4 8:23",{"song": "四季童谣"}
9657,"黑鸭子。	2017/11/29 8:40","牧羊姑娘。	2017/11/29 8:41","存照。	2017/11/29 8:43",{"code":"No-music"}
9658,"下一首。	2017/10/26 11:30","我要去内蒙古自治区呼伦贝尔莫力达瓦达斡尔族自治旗尼尔基镇。	2017/10/26 15:45","我要听一次就好。	2017/11/29 14:10",{"song": "一次就好"}
9659,"零度你好。	2017/10/26 15:51","那天皮皮虾我们走。	2017/10/26 15:51","我要听经典老歌。	2017/10/26 16:51",{"tag": "经典","tag": "老歌"}
9660,"你对我的好。	2017/11/29 14:16","请关闭音乐。	2017/11/29 14:16","打开电子监控电子监控。	2017/11/29 14:17",{"code":"No-music"}
9661,"关闭音乐。	2017/10/26 2:10","为你伤心为你哭。	2017/10/26 2:10","男人最痴情。	2017/10/26 2:12",{"song": "男人最痴情"}
9662,"搜索好听的英文歌曲。	2017/11/29 13:10","搜索Lady Gaga的歌。	2017/11/29 13:10","喜欢你邓紫棋的。	2017/11/29 13:11",{"artist": "邓紫棋", "song": "喜欢你"}
9663,"他叫什么，英文叫什么，苹果。	2017/12/19 19:44","讲成语故事吧。	2017/12/19 19:44","唱四季歌小笨四季歌。	2017/12/19 19:45",{"song": "四季歌"}
9664,"去九龙湖还有多少路。	2017/10/26 14:14","娜。	2017/10/26 15:41","i don't care。	2017/10/26 15:41",{"code":"No-music"}
9665,"生如夏花。	2017/10/26 7:44","杀手乐团。	2017/10/26 7:50","啊你，christmas。	2017/10/26 7:56",{"song": "christmas"}
9666,"为什么呀？	2017/12/9 13:16","你不早点说嘛，风婆婆是谁。	2017/12/9 13:16","我不要听故事。	2017/12/9 13:16",{"code":"No-music"}
9667,"漂洋过海来看你。	2017/11/29 10:09","播放齐秦的歌曲。	2017/11/29 10:13","隐形的翅膀。	2017/11/29 10:56",{"song": "隐形的翅膀"}
9668,"刘德华演唱会。	2017/12/17 16:12","刘德华。	2017/12/17 16:12","我要听歌。	2017/12/17 20:24",{"code":"RANDOM"}
9669,"走在乡间的小路上。	2017/10/26 19:36","哎。	2017/10/26 19:43","虫儿飞。	2017/10/26 19:45",{"song": "虫儿飞"}
9670,"退出。	2017/10/26 19:30","现在路况。	2017/11/29 16:51","听音乐。	2017/11/29 16:51",{"code":"RANDOM"}
9671,"多少个钟。	2017/12/27 22:29","请问你帅不帅。	2017/12/27 22:32","来个在家。	2017/12/27 22:32",{"code":"No-music"}
9672,"电视剧特勤精英。	2017/10/26 20:39","警察玻璃。	2017/10/26 20:41","深海利剑。	2017/10/26 20:43",{"code":"No-music"}
9673,"我想听最炫民族风。	2017/10/26 8:08","播放凤凰传奇的最炫民族风。	2017/10/26 8:09","我看那个懂懂，就是咱遗憾的爸爸，我看也两张良心，他也赞成记住了是吧，记住了盐就可以挑了，要是你转成要是你不转身技术，你要职位不到，你还调不了呢是吧，没位置你就挑不了，小儿正常走，四年一调？	2017/10/26 8:25",{"code":"No-music"}
9674,"小笨小笨唱首歌吧。	2017/11/2 14:28","人生。	2017/11/2 14:34","人生那些年。	2017/11/2 14:34",{"song": "人生","song": "那些年"}
9675,"来吧，比较前卫。	2017/11/29 9:04","卡的袋子外的。	2017/11/29 9:05","前面的face啊，他的屁话，那个都是大眼睛看就不看了。	2017/11/29 9:05",{"code":"No-music"}
9676,"音乐。	2017/10/26 15:46","音乐。	2017/11/29 5:50","不说了再见吧。	2017/11/29 17:45",{"code":"No-music"}
9677,"清流。	2017/12/27 11:40","帮我联网。	2017/12/27 11:42","唱首歌吧你。	2017/12/27 11:50",{"code":"RANDOM"}
9678,"我要到六山建峰。	2017/10/26 15:01","我到东坡区。	2017/10/26 17:18","我要听老婆我爱你。	2017/11/29 6:52",{"song": "老婆我爱你"}
9679,"打开蓝牙打开蓝牙。	2017/10/26 19:45","蓝牙。	2017/10/26 19:45","可是我穿着这个拖鞋播放音乐播放音乐，有人支招，去溜达吧。	2017/10/26 19:45",{"code":"RANDOM"}
9680,"歌曲远走高飞。	2017/11/9 18:49","歌曲金志文，远走高飞。	2017/11/9 18:51","铁金志文。	2017/11/9 18:56",{"artist": "金志文"}
9681,"八到2012年陕西省委书记省人大常委会主任2012到2014年中央政治局委员中央书记处书记副部长。	2017/10/26 7:10","张震。	2017/10/26 7:10","龚一。	2017/10/26 7:10",{"code":"No-music"}
9682,"23个省分别是哪个。	2017/12/23 11:30","23个省份分别是哪些。	2017/12/23 11:31","嗯，给我唱一个凉凉。	2017/12/23 11:31",{"song": "凉凉"}
9683,"小手拍拍。	2017/12/19 20:40","唱首世上只有妈妈好。	2017/12/19 20:41","宝贝。	2017/12/19 20:44",{"song": "宝贝"}
9684,"第一印象是不是猪。	2017/11/29 16:43","就速度快一点，其他功能差不多，嗯，小云你好。	2017/11/29 16:43","我要去北干街道旺角城，明明不甘，那个语音的反馈程度还是一样她用的那个语音系统相对延迟还是一样的就跟那个是一样的就速度要比那个快很多，我要去旺角车。	2017/11/29 16:44",{"code":"No-music"}
9685,"李克强是谁。	2017/11/12 19:29","李健是谁。	2017/11/12 19:30","不是我的吗，我是歌手？	2017/11/12 19:30",{"code":"No-music"}
9686,"老婆是怎么了？	2017/12/23 16:52","老婆不听话怎么办？	2017/12/23 16:52","唱小跳蛙。	2017/12/23 16:52",{"song": "小跳蛙"}
9687,"我想听音乐。	2017/10/26 20:05","请帮我打开电子狗。	2017/10/26 20:06","我想听笑话。	2017/10/26 20:06",{"code":"No-music"}
9688,"歌曲最炫民族风。	2017/12/9 18:06","秋月。	2017/12/9 18:11","凤凰传奇的荷塘月色。	2017/12/9 18:12",{"artist": "凤凰传奇", "song": "荷塘月色"}
9689,"爱人辛苦了。	2017/10/26 20:25","亲爱的你在哪里。	2017/10/26 20:27","我把我吗？	2017/10/26 20:30",{"code":"No-music"}
9690,"左转圈。	2017/11/1 13:34","我在那里干什么工作。	2017/11/1 13:34","我和你聊天啊。	2017/11/1 13:35",{"code":"No-music"}
9691,"umesh。	2017/11/29 17:55","脚好鬼。	2017/11/29 17:55","moment。	2017/11/29 17:56",{"code":"No-music"}
